Date,Dew Point Temperature (C),Average Temperature (C),Visibility (mi),Average Wind Speed (knots),Maximum Sustained Wind Speed (knots),Maximum Gust (knots),Maximum Temperature (C),Minimum Temperature (C),Precipitation (in)
9/15/19,23.72222222222222,29.333333333333332,6.3,4.0,7.8,19.4,33.0,24.88888888888889,0.01
9/16/19,23.77777777777778,28.72222222222222,5.8,3.9,9.7,999.9,34.0,24.61111111111111,0.62
9/17/19,24.444444444444443,29.11111111111111,4.3,2.8,9.7,13.6,34.0,23.77777777777778,0.52
9/18/19,20.166666666666668,30.38888888888889,6.4,8.7,13.6,19.4,34.0,24.111111111111114,0.15
9/19/19,17.166666666666668,29.166666666666668,6.2,8.2,13.6,19.4,34.0,20.500000000000004,0.0
9/20/19,12.944444444444443,28.944444444444443,6.4,8.8,15.5,31.1,33.0,19.777777777777775,0.0
9/21/19,14.38888888888889,27.16666666666667,6.7,8.9,15.5,25.3,32.0,20.11111111111111,0.0
9/22/19,11.555555555555554,27.11111111111111,6.6,8.3,17.5,25.3,31.0,18.72222222222222,0.0
9/23/19,14.11111111111111,27.11111111111111,6.7,5.4,15.5,999.9,32.0,18.5,0.0
9/24/19,12.111111111111109,27.055555555555557,6.4,5.1,9.7,19.4,33.0,17.77777777777778,0.0
9/25/19,13.88888888888889,27.11111111111111,6.2,4.2,7.8,999.9,33.0,18.5,0.0
9/26/19,15.88888888888889,27.333333333333332,6.0,3.6,7.8,999.9,33.0,18.72222222222222,0.0
9/27/19,15.277777777777779,28.000000000000004,6.1,4.2,9.7,999.9,34.0,19.388888888888893,0.0
9/28/19,15.777777777777779,28.5,6.2,3.8,5.8,999.9,34.0,19.222222222222218,0.0
9/29/19,15.666666666666666,28.88888888888889,5.9,3.6,7.8,999.9,35.0,20.611111111111107,0.0
9/30/19,16.666666666666668,29.944444444444443,6.1,4.5,9.7,19.4,35.0,20.222222222222225,0.0
10/1/19,18.833333333333336,30.166666666666668,5.6,3.1,5.8,999.9,36.0,21.11111111111111,0.0
10/2/19,20.38888888888889,30.555555555555557,4.0,2.7,5.8,999.9,36.0,21.611111111111114,0.0
10/3/19,20.11111111111111,29.61111111111111,5.5,3.6,5.8,999.9,34.0,21.999999999999996,0.0
10/4/19,19.27777777777778,29.38888888888889,5.9,3.5,5.8,11.7,35.0,21.888888888888893,0.0
10/5/19,19.88888888888889,29.833333333333332,5.6,4.0,7.8,999.9,35.0,21.77777777777778,0.0
10/6/19,20.11111111111111,28.77777777777778,6.2,5.0,11.7,999.9,34.0,22.38888888888889,0.1
10/7/19,22.944444444444443,26.666666666666668,4.6,3.2,7.8,999.9,31.0,22.11111111111111,0.17
10/8/19,21.611111111111114,28.22222222222222,4.4,4.9,9.7,999.9,32.0,23.000000000000004,0.67
10/9/19,21.999999999999996,27.22222222222222,3.9,3.4,7.8,999.9,30.0,23.22222222222222,0.0
10/10/19,21.833333333333332,28.72222222222222,3.6,2.9,5.8,999.9,32.0,22.77777777777778,0.0
10/11/19,21.833333333333332,29.166666666666668,4.1,2.9,5.8,999.9,34.0,22.722222222222225,0.0
10/12/19,21.999999999999996,29.444444444444443,4.0,3.3,11.7,15.5,35.0,22.77777777777778,0.59
10/13/19,21.38888888888889,26.999999999999996,5.0,4.7,9.7,999.9,30.0,22.22222222222222,0.01
10/14/19,17.88888888888889,27.11111111111111,6.1,8.8,13.6,21.4,30.0,20.72222222222222,0.01
10/15/19,17.944444444444443,26.055555555555557,6.2,6.9,13.6,999.9,30.0,20.500000000000004,0.0
10/16/19,17.22222222222222,25.444444444444443,6.2,5.3,9.7,999.9,29.0,19.0,99.99
10/17/19,15.055555555555555,25.888888888888886,6.2,8.3,11.7,999.9,30.0,18.77777777777778,0.0
10/18/19,13.777777777777777,25.611111111111107,6.5,6.6,11.7,17.5,30.0,19.61111111111111,0.0
10/19/19,14.777777777777779,25.611111111111107,6.4,4.6,7.8,999.9,31.0,18.277777777777782,0.0
10/20/19,13.166666666666668,25.33333333333333,6.1,3.8,7.8,999.9,31.0,17.61111111111111,0.0
10/21/19,14.222222222222221,24.88888888888889,5.6,4.0,7.8,999.9,31.0,17.5,0.0
10/22/19,16.38888888888889,25.666666666666668,5.3,4.1,5.8,999.9,29.0,18.111111111111107,0.0
10/23/19,16.833333333333332,25.777777777777782,5.4,5.6,9.7,999.9,30.0,19.0,0.0
10/24/19,16.72222222222222,24.777777777777775,6.1,5.7,9.7,19.4,29.38888888888889,19.222222222222218,0.0
10/25/19,18.444444444444443,26.888888888888893,5.0,3.5,7.8,999.9,30.0,19.0,99.99
10/26/19,16.333333333333332,23.61111111111111,5.5,7.4,11.7,999.9,27.61111111111111,20.11111111111111,0.0
10/27/19,15.777777777777779,23.944444444444443,5.8,5.0,7.8,999.9,28.000000000000004,20.0,0.0
10/28/19,14.444444444444445,19.27777777777778,6.3,9.1,15.5,999.9,22.722222222222225,16.0,0.0
10/29/19,8.333333333333334,22.38888888888889,6.6,8.0,15.5,999.9,28.000000000000004,15.61111111111111,0.0
10/30/19,8.833333333333334,22.61111111111111,6.5,4.9,11.7,999.9,26.999999999999996,15.277777777777779,0.0
10/31/19,12.222222222222221,23.277777777777782,5.4,3.2,7.8,999.9,26.0,16.72222222222222,99.99
11/1/19,15.055555555555555,25.944444444444443,5.6,3.4,7.8,999.9,32.0,16.88888888888889,99.99
11/2/19,15.444444444444445,26.888888888888893,5.4,2.9,7.8,999.9,32.0,18.72222222222222,0.0
11/3/19,12.5,26.11111111111111,6.4,10.6,13.6,14.8,31.0,19.27777777777778,0.0
11/4/19,7.777777777777778,24.555555555555557,6.0,10.9,17.5,25.3,30.72222222222222,18.000000000000004,0.0
11/5/19,9.888888888888888,22.666666666666668,6.2,6.0,13.6,21.4,26.999999999999996,13.722222222222223,0.0
11/6/19,10.277777777777779,23.22222222222222,6.2,4.0,7.8,15.5,28.000000000000004,13.499999999999998,0.0
11/7/19,8.38888888888889,23.333333333333332,6.4,10.0,15.5,21.4,28.000000000000004,16.0,0.0
11/8/19,7.3888888888888875,21.999999999999996,6.5,6.7,13.6,17.5,26.999999999999996,16.0,0.0
11/9/19,10.277777777777779,21.833333333333332,6.4,4.4,7.8,999.9,26.999999999999996,13.38888888888889,0.0
11/10/19,10.222222222222221,22.055555555555557,5.6,3.6,9.7,999.9,28.000000000000004,13.222222222222221,0.0
11/11/19,10.999999999999998,22.77777777777778,5.4,3.3,5.8,999.9,29.0,13.277777777777779,0.0
11/12/19,16.0,23.22222222222222,4.7,3.6,7.8,999.9,28.000000000000004,14.222222222222221,0.0
11/13/19,14.11111111111111,24.055555555555557,5.5,9.2,17.5,21.4,30.0,17.11111111111111,0.0
11/14/19,11.166666666666666,21.722222222222218,6.4,5.3,13.6,17.5,26.0,14.000000000000002,0.0
11/15/19,14.333333333333334,22.555555555555554,3.9,2.7,5.8,999.9,26.999999999999996,14.000000000000002,0.0
11/16/19,16.166666666666668,22.16666666666667,3.1,3.5,5.8,999.9,26.27777777777778,16.22222222222222,0.0
11/17/19,16.166666666666668,24.0,4.9,2.8,5.8,999.9,30.0,15.722222222222221,0.0
11/18/19,10.722222222222221,20.222222222222225,6.1,13.6,19.4,25.3,26.0,13.499999999999998,0.0
11/19/19,7.444444444444445,18.77777777777778,6.4,7.9,11.7,999.9,23.000000000000004,12.777777777777779,0.0
11/20/19,8.38888888888889,19.499999999999996,6.5,3.8,11.7,999.9,25.0,11.88888888888889,0.0
11/21/19,8.055555555555555,20.777777777777782,6.4,3.2,9.7,999.9,26.0,11.61111111111111,0.0
11/22/19,10.277777777777779,21.888888888888893,6.2,2.0,5.8,999.9,28.000000000000004,13.0,0.0
11/23/19,13.722222222222223,22.444444444444446,5.0,1.9,3.9,999.9,29.0,13.61111111111111,0.0
11/24/19,14.055555555555554,23.61111111111111,5.2,3.0,5.8,13.6,30.0,15.222222222222221,0.0
11/25/19,11.333333333333334,22.333333333333332,5.8,10.0,15.5,25.3,29.27777777777778,16.11111111111111,0.0
11/26/19,11.88888888888889,21.38888888888889,6.5,3.7,9.7,15.5,28.000000000000004,16.61111111111111,0.0
11/27/19,10.555555555555555,20.833333333333332,6.2,9.2,15.5,25.3,28.000000000000004,14.000000000000002,0.0
11/28/19,5.499999999999999,15.833333333333334,6.7,12.2,17.5,27.2,27.11111111111111,11.500000000000002,0.0
11/29/19,7.3888888888888875,15.88888888888889,6.7,4.7,7.8,20.6,20.11111111111111,11.500000000000002,0.0
11/30/19,10.5,19.27777777777778,6.3,3.5,7.8,12.6,25.0,11.38888888888889,0.0
12/1/19,7.666666666666665,17.83333333333333,6.2,10.9,15.5,27.2,25.0,11.722222222222221,0.0
12/2/19,-1.0000000000000004,14.5,6.7,13.3,23.3,29.1,24.88888888888889,9.11111111111111,0.0
12/3/19,-4.944444444444444,14.777777777777779,6.3,10.7,19.4,20.4,20.0,7.11111111111111,0.0
12/4/19,-7.111111111111111,16.72222222222222,6.4,11.8,17.5,21.0,21.999999999999996,8.499999999999998,0.0
12/5/19,-8.833333333333334,16.88888888888889,6.6,11.5,19.4,27.4,20.38888888888889,10.0,0.0
12/6/19,-6.944444444444445,15.5,6.6,11.6,19.4,31.7,21.0,9.000000000000002,0.0
12/7/19,-5.666666666666667,15.055555555555555,6.5,8.3,15.5,23.3,21.0,8.499999999999998,0.0
12/8/19,-0.8888888888888897,15.055555555555555,6.4,5.1,11.7,13.0,21.0,6.722222222222223,0.0
12/9/19,1.6666666666666667,15.444444444444445,6.3,2.5,6.0,9.7,21.0,6.722222222222223,0.0
12/10/19,3.8333333333333326,16.166666666666668,5.9,2.5,5.8,999.9,23.000000000000004,7.222222222222222,0.0
12/11/19,4.222222222222223,17.77777777777778,6.2,3.2,9.3,14.6,25.500000000000004,7.6111111111111125,0.0
12/12/19,6.166666666666668,18.111111111111107,5.3,2.8,5.8,10.7,25.500000000000004,8.61111111111111,0.0
12/13/19,10.777777777777779,19.444444444444443,4.8,2.2,3.9,13.6,25.0,9.722222222222221,0.0
12/14/19,12.388888888888888,19.777777777777775,3.7,2.5,3.9,999.9,26.0,11.777777777777779,0.0
12/15/19,14.222222222222221,21.11111111111111,3.4,2.8,7.8,999.9,25.611111111111107,11.88888888888889,0.0
12/16/19,16.11111111111111,22.944444444444443,4.9,2.9,7.8,11.3,26.0,13.0,0.0
12/17/19,17.555555555555557,23.444444444444443,4.1,2.6,5.8,999.9,26.999999999999996,16.0,0.0
12/18/19,14.666666666666666,22.61111111111111,3.8,6.3,13.6,999.9,29.5,15.0,0.21
12/19/19,8.277777777777779,14.833333333333334,5.0,8.6,15.5,21.4,29.5,12.888888888888891,0.17
12/20/19,7.666666666666665,14.88888888888889,6.7,6.0,10.5,19.2,19.222222222222218,11.88888888888889,0.0
12/21/19,10.166666666666664,17.444444444444443,6.5,4.0,7.8,13.0,21.0,11.88888888888889,0.0
12/22/19,10.444444444444443,17.11111111111111,5.5,5.1,9.7,12.6,21.999999999999996,13.0,0.0
12/23/19,14.666666666666666,20.777777777777782,4.0,3.3,7.8,13.0,24.0,14.11111111111111,0.0
12/24/19,13.722222222222223,17.61111111111111,4.5,4.8,9.7,12.4,23.388888888888886,14.000000000000002,0.0
12/25/19,14.61111111111111,19.27777777777778,2.6,2.8,5.8,13.6,24.0,13.722222222222223,0.0
12/26/19,9.055555555555554,16.38888888888889,5.2,11.5,17.5,29.5,23.88888888888889,11.222222222222223,0.0
12/27/19,3.7777777777777763,15.333333333333334,6.7,6.8,11.7,19.8,22.5,8.222222222222221,0.0
12/28/19,5.611111111111112,16.77777777777778,5.0,2.9,6.0,11.1,22.22222222222222,8.222222222222221,0.0
12/29/19,10.444444444444443,20.555555555555557,4.9,2.7,3.9,999.9,25.0,10.222222222222221,0.0
12/30/19,12.5,23.5,5.1,5.7,11.7,999.9,28.000000000000004,14.88888888888889,0.0
12/31/19,9.055555555555554,19.27777777777778,5.9,8.4,17.5,19.0,26.722222222222218,13.499999999999998,0.0
1/1/20,10.944444444444446,17.22222222222222,4.4,3.9,7.8,13.0,23.277777777777782,12.777777777777779,0.0
1/2/20,12.666666666666664,17.72222222222222,3.7,2.7,5.8,999.9,21.999999999999996,11.722222222222221,0.0
1/3/20,13.277777777777779,19.61111111111111,3.7,2.5,4.1,999.9,25.0,11.38888888888889,0.0
1/4/20,13.444444444444446,20.611111111111107,2.5,1.9,3.9,999.9,26.27777777777778,12.0,0.0
1/5/20,14.88888888888889,21.27777777777778,3.2,2.5,5.8,11.1,26.27777777777778,13.38888888888889,0.0
1/6/20,16.22222222222222,22.5,5.5,3.0,7.8,19.4,25.222222222222225,16.11111111111111,0.0
1/7/20,15.666666666666666,22.055555555555557,4.7,3.3,11.7,15.5,27.38888888888889,16.77777777777778,0.0
1/8/20,10.055555555555555,20.777777777777782,6.5,4.2,11.3,22.1,27.38888888888889,13.722222222222223,0.0
1/9/20,12.944444444444443,20.444444444444443,5.4,4.3,7.8,10.7,27.22222222222222,13.722222222222223,0.0
1/10/20,15.277777777777779,21.444444444444443,4.4,3.6,7.8,12.0,25.72222222222222,15.222222222222221,0.0
1/11/20,8.666666666666666,14.5,5.5,9.7,19.4,25.3,25.72222222222222,10.0,0.0
1/12/20,4.166666666666667,14.11111111111111,6.7,7.5,13.6,23.3,22.88888888888889,9.611111111111109,0.01
1/13/20,7.444444444444445,15.555555555555555,5.8,3.3,7.8,12.0,19.777777777777775,9.722222222222221,0.01
1/14/20,8.88888888888889,16.5,5.9,4.8,9.7,11.8,21.27777777777778,10.722222222222221,0.0
1/15/20,13.333333333333334,20.0,5.2,5.3,9.7,18.8,24.111111111111114,11.722222222222221,0.0
1/16/20,10.111111111111112,16.22222222222222,5.5,8.4,17.5,26.0,24.777777777777775,9.888888888888888,0.13
1/17/20,4.666666666666666,13.11111111111111,6.7,8.5,13.6,26.0,24.777777777777775,9.888888888888888,0.12
1/18/20,5.444444444444443,14.000000000000002,6.7,5.5,11.7,18.3,18.277777777777782,10.5,0.0
1/19/20,6.111111111111111,12.055555555555557,5.9,5.4,9.7,18.3,18.277777777777782,10.5,0.0
1/20/20,8.444444444444446,15.666666666666666,6.5,2.5,5.8,13.0,19.111111111111114,10.61111111111111,0.0
1/21/20,12.611111111111112,18.444444444444443,5.0,4.1,7.8,10.9,22.11111111111111,11.722222222222221,0.0
1/22/20,15.38888888888889,21.0,4.2,2.1,5.8,15.5,25.611111111111107,13.88888888888889,0.0
1/23/20,16.333333333333332,23.000000000000004,5.1,4.0,7.8,12.6,28.000000000000004,16.38888888888889,0.0
1/24/20,16.38888888888889,21.444444444444443,5.4,4.3,13.6,999.9,27.88888888888889,16.0,0.0
1/25/20,10.88888888888889,13.833333333333334,5.8,8.9,13.6,22.3,26.0,10.0,0.22
1/26/20,5.666666666666668,10.222222222222221,5.9,10.4,15.5,27.0,20.888888888888886,9.000000000000002,0.52
1/27/20,2.1111111111111094,9.833333333333336,6.7,11.7,17.5,22.9,13.88888888888889,7.222222222222222,0.0
1/28/20,1.2222222222222239,10.999999999999998,6.7,9.9,15.5,21.6,15.38888888888889,7.000000000000001,0.0
1/29/20,0.055555555555556344,12.222222222222221,6.7,8.6,15.5,21.2,17.0,4.500000000000001,0.0
1/30/20,-2.166666666666666,12.555555555555555,6.3,6.6,15.5,21.4,19.0,3.611111111111111,0.0
1/31/20,-1.4444444444444453,13.444444444444446,6.5,2.7,8.0,14.2,20.0,3.4999999999999982,0.0
2/1/20,4.555555555555557,15.555555555555555,5.8,3.7,6.4,12.0,20.38888888888889,5.1111111111111125,0.0
2/2/20,8.61111111111111,16.444444444444443,5.0,3.4,5.8,999.9,20.38888888888889,6.277777777777776,0.0
2/3/20,10.999999999999998,13.555555555555555,4.7,5.4,9.7,18.6,18.22222222222222,11.61111111111111,0.5
2/4/20,10.999999999999998,13.833333333333334,6.4,3.9,9.7,12.8,16.61111111111111,11.61111111111111,0.36
2/5/20,11.833333333333332,15.61111111111111,6.2,3.7,7.8,13.8,17.72222222222222,11.88888888888889,0.04
2/6/20,12.944444444444443,16.61111111111111,5.4,2.7,5.8,13.8,19.0,13.0,0.0
2/7/20,11.38888888888889,16.11111111111111,5.8,6.9,11.7,15.0,19.0,13.0,0.02
2/8/20,7.88888888888889,15.333333333333334,6.7,8.2,13.6,14.4,20.0,11.777777777777779,0.0
2/9/20,6.7777777777777795,14.277777777777779,6.7,5.9,11.7,17.3,19.222222222222218,11.722222222222221,0.0
2/10/20,8.777777777777777,15.11111111111111,6.1,2.4,3.9,11.7,17.72222222222222,12.0,0.0
2/11/20,13.0,16.055555555555557,3.3,2.4,5.8,999.9,18.61111111111111,12.611111111111112,0.09
2/12/20,16.22222222222222,18.22222222222222,2.1,2.2,7.8,999.9,21.999999999999996,14.61111111111111,0.01
2/13/20,16.77777777777778,19.833333333333332,4.7,3.8,6.4,15.5,24.0,15.38888888888889,0.45
2/14/20,18.77777777777778,20.72222222222222,3.7,3.7,9.7,14.2,23.000000000000004,17.61111111111111,1.01
2/15/20,12.722222222222221,15.444444444444445,4.3,10.5,17.5,37.9,21.77777777777778,8.0,2.66
2/16/20,2.833333333333334,9.444444444444445,6.7,13.4,17.5,37.9,20.500000000000004,6.277777777777776,0.04
2/17/20,-0.9444444444444441,11.88888888888889,6.7,8.7,15.5,24.3,17.0,6.222222222222224,0.0
2/18/20,0.44444444444444287,13.222222222222221,6.7,3.2,9.7,15.0,19.111111111111114,5.499999999999999,0.0
2/19/20,7.444444444444445,16.444444444444443,6.3,2.7,5.8,999.9,21.22222222222222,5.499999999999999,0.0
2/20/20,10.777777777777779,18.22222222222222,5.3,2.6,5.8,15.5,24.0,7.222222222222222,0.0
2/21/20,11.277777777777777,19.499999999999996,5.0,2.3,7.8,11.5,25.11111111111111,10.722222222222221,0.0
2/22/20,13.0,21.333333333333336,5.5,2.5,5.8,11.1,27.38888888888889,12.222222222222221,0.0
2/23/20,14.000000000000002,20.888888888888886,5.3,2.5,5.8,999.9,27.38888888888889,13.222222222222221,0.0
2/24/20,14.88888888888889,22.22222222222222,5.8,4.5,9.7,15.5,26.888888888888893,13.88888888888889,0.0
2/25/20,16.555555555555557,22.944444444444443,6.1,3.1,5.8,15.5,28.000000000000004,15.5,0.0
2/26/20,16.833333333333332,23.944444444444443,5.9,2.5,3.9,13.6,29.0,16.38888888888889,0.0
2/27/20,16.444444444444443,22.555555555555554,5.4,5.2,9.7,15.5,29.0,16.22222222222222,0.0
2/28/20,15.61111111111111,20.11111111111111,4.8,2.5,3.9,13.4,26.722222222222218,16.0,0.0
2/29/20,16.5,23.166666666666668,5.6,3.6,7.8,13.2,28.000000000000004,16.0,0.0
3/1/20,16.444444444444443,22.555555555555554,5.9,4.8,7.8,17.5,27.77777777777778,17.0,0.0
3/2/20,14.88888888888889,21.055555555555557,6.7,4.8,7.8,17.5,27.77777777777778,18.000000000000004,0.0
3/3/20,15.944444444444445,19.833333333333332,4.8,4.0,8.9,19.0,22.88888888888889,16.88888888888889,0.3
3/4/20,12.722222222222221,15.055555555555555,5.7,7.0,11.7,23.9,22.277777777777775,12.888888888888891,0.38
3/5/20,12.111111111111109,17.61111111111111,6.7,2.8,3.9,15.5,19.72222222222222,12.777777777777779,0.0
3/6/20,15.055555555555555,19.61111111111111,5.5,3.4,7.8,11.5,21.0,13.38888888888889,0.0
3/7/20,18.166666666666668,21.166666666666664,3.6,2.2,5.8,999.9,22.61111111111111,17.27777777777778,0.02
3/8/20,19.111111111111114,23.5,5.9,9.5,15.5,26.2,25.0,18.61111111111111,0.0
3/9/20,18.111111111111107,22.277777777777775,6.0,8.4,17.5,30.1,26.999999999999996,17.0,0.01
3/10/20,9.333333333333332,19.27777777777778,6.7,10.2,19.4,30.1,25.0,14.38888888888889,0.01
3/11/20,10.88888888888889,17.5,5.9,3.1,5.8,20.2,23.77777777777778,13.0,0.0
3/12/20,16.666666666666668,20.11111111111111,3.3,2.5,5.8,12.2,22.277777777777775,14.722222222222221,0.0
3/13/20,16.555555555555557,20.222222222222225,4.2,7.7,16.3,28.2,24.72222222222222,16.72222222222222,0.32
3/14/20,10.055555555555555,19.166666666666668,7.5,7.9,11.7,28.2,25.38888888888889,14.722222222222221,0.02
3/15/20,9.5,20.11111111111111,6.1,3.6,7.8,10.5,25.38888888888889,13.499999999999998,0.0
3/16/20,12.166666666666666,21.333333333333336,5.3,4.3,8.5,15.7,24.88888888888889,15.722222222222221,0.0
3/17/20,17.11111111111111,20.0,3.3,3.8,7.8,12.6,24.88888888888889,17.61111111111111,0.0
3/18/20,17.77777777777778,20.444444444444443,3.3,3.6,13.6,15.2,21.999999999999996,18.61111111111111,0.36
3/19/20,17.38888888888889,19.333333333333332,4.6,3.0,9.7,16.5,21.999999999999996,18.000000000000004,0.98
3/20/20,18.5,20.38888888888889,2.1,2.9,5.8,999.9,21.999999999999996,18.000000000000004,0.08
3/21/20,20.11111111111111,22.77777777777778,3.7,5.1,9.7,14.2,26.0,18.22222222222222,0.01
3/22/20,19.833333333333332,25.11111111111111,4.6,3.2,7.8,13.2,29.11111111111111,20.0,0.0
3/23/20,20.055555555555554,25.166666666666668,4.9,4.1,11.7,14.0,30.0,20.0,0.0
3/24/20,18.000000000000004,24.499999999999996,5.7,4.8,9.7,15.0,30.0,21.11111111111111,0.0
3/25/20,18.055555555555557,23.833333333333336,5.9,4.4,9.7,15.0,28.5,20.888888888888886,0.02
3/26/20,19.88888888888889,24.055555555555557,5.5,5.5,9.7,19.2,27.722222222222225,19.0,0.16
3/27/20,18.88888888888889,21.666666666666668,5.3,6.8,19.4,29.1,28.000000000000004,18.000000000000004,3.12
3/28/20,12.666666666666664,18.277777777777782,6.7,9.1,15.0,24.5,27.277777777777775,14.88888888888889,0.01
3/29/20,13.777777777777777,16.444444444444443,4.8,4.3,11.7,21.2,22.5,14.000000000000002,0.11
3/30/20,12.055555555555557,13.666666666666666,4.3,4.3,8.2,21.2,20.500000000000004,13.0,0.05
3/31/20,12.222222222222221,14.555555555555555,4.9,4.9,9.7,14.4,16.0,13.0,0.05
4/1/20,12.166666666666666,15.333333333333334,4.3,4.1,7.8,14.4,17.22222222222222,13.722222222222223,0.48
4/2/20,14.444444444444445,16.61111111111111,3.7,3.5,7.8,11.7,20.0,13.722222222222223,0.02
4/3/20,15.11111111111111,16.666666666666668,5.0,5.0,15.5,23.3,20.0,15.38888888888889,0.65
4/4/20,13.499999999999998,16.77777777777778,6.1,7.0,11.7,20.6,22.277777777777775,13.722222222222223,0.39
4/5/20,13.222222222222221,15.88888888888889,5.6,3.3,7.8,16.3,22.277777777777775,13.61111111111111,0.7
4/6/20,13.555555555555555,15.222222222222221,5.0,3.2,7.8,15.3,16.77777777777778,14.000000000000002,1.33
4/7/20,13.222222222222221,18.77777777777778,6.2,2.5,6.8,12.4,22.77777777777778,14.11111111111111,0.0
4/8/20,14.5,21.27777777777778,4.6,1.8,5.8,999.9,25.38888888888889,15.11111111111111,0.0
4/9/20,14.944444444444445,23.111111111111107,4.2,3.3,9.7,10.1,28.77777777777778,15.61111111111111,0.0
4/10/20,12.555555555555555,23.444444444444443,6.1,4.7,9.7,15.7,28.77777777777778,15.61111111111111,0.0
4/11/20,14.777777777777779,19.0,4.9,7.8,15.5,25.4,26.999999999999996,14.000000000000002,0.09
4/12/20,3.444444444444446,18.166666666666668,6.7,9.2,19.4,29.1,24.0,8.61111111111111,0.09
4/13/20,3.8333333333333326,20.11111111111111,6.6,3.7,8.9,18.8,24.499999999999996,8.38888888888889,0.0
4/14/20,10.0,18.388888888888886,4.6,2.3,5.8,999.9,24.388888888888893,11.722222222222221,0.0
4/15/20,11.88888888888889,21.944444444444443,3.9,2.9,5.8,11.8,27.38888888888889,11.38888888888889,0.0
4/16/20,16.166666666666668,23.944444444444443,5.0,5.4,9.7,13.6,29.0,14.5,0.0
4/17/20,17.666666666666668,24.499999999999996,5.3,3.0,5.8,13.6,28.22222222222222,16.77777777777778,0.0
4/18/20,18.77777777777778,24.72222222222222,5.6,4.5,7.8,12.0,28.22222222222222,19.222222222222218,0.0
4/19/20,21.166666666666664,27.055555555555557,5.4,3.5,7.8,12.2,31.0,20.777777777777782,0.0
4/20/20,21.38888888888889,27.5,6.2,5.5,9.7,13.4,31.27777777777778,22.277777777777775,0.0
4/21/20,20.833333333333332,25.777777777777782,6.5,7.4,11.7,20.4,31.27777777777778,19.72222222222222,0.06
4/22/20,15.444444444444445,17.944444444444443,5.3,6.2,11.7,20.4,29.11111111111111,16.22222222222222,1.08
4/23/20,13.444444444444446,18.111111111111107,6.3,7.4,11.7,16.9,20.0,16.22222222222222,0.01
4/24/20,13.277777777777779,16.77777777777778,5.5,4.9,11.7,17.5,19.777777777777775,14.5,0.12
4/25/20,14.333333333333334,21.555555555555557,5.5,2.9,5.8,999.9,24.388888888888893,14.222222222222221,0.01
4/26/20,13.944444444444445,23.5,5.8,4.1,9.7,13.6,28.000000000000004,16.77777777777778,0.0
4/27/20,13.722222222222223,25.444444444444443,6.3,2.7,5.8,11.8,30.77777777777778,17.72222222222222,0.0
4/28/20,14.722222222222221,26.22222222222222,5.5,3.7,7.8,13.6,32.0,17.61111111111111,0.0
4/29/20,15.666666666666666,26.0,5.8,3.7,5.8,13.0,31.72222222222222,18.277777777777782,0.0
4/30/20,15.222222222222221,27.055555555555557,6.2,4.9,9.7,13.6,31.0,19.27777777777778,0.0
5/1/20,19.777777777777775,27.38888888888889,6.4,4.4,6.4,11.5,31.0,20.27777777777778,0.0
5/2/20,21.055555555555557,27.61111111111111,6.2,4.6,7.8,12.8,32.0,23.388888888888886,0.0
5/3/20,21.27777777777778,30.055555555555557,6.6,6.2,7.8,14.4,34.77777777777778,23.111111111111107,0.0
5/4/20,22.277777777777775,30.166666666666668,6.7,6.2,11.7,17.1,35.0,25.0,0.0
5/5/20,22.11111111111111,30.333333333333332,6.7,7.4,11.7,19.2,35.0,24.499999999999996,0.0
5/6/20,22.722222222222225,30.333333333333332,6.7,7.7,11.7,17.5,34.0,24.27777777777778,0.0
5/7/20,23.666666666666664,29.833333333333332,6.7,7.6,11.7,18.6,33.0,27.11111111111111,0.0
5/8/20,23.444444444444443,30.444444444444443,6.7,7.7,13.6,18.5,33.0,27.277777777777775,0.0
5/9/20,23.555555555555557,30.72222222222222,6.7,7.3,11.7,16.7,34.0,27.277777777777775,0.0
5/10/20,22.555555555555554,26.27777777777778,6.6,4.4,13.6,23.9,32.27777777777778,23.277777777777782,0.92
5/11/20,21.944444444444443,26.555555555555557,5.8,4.7,9.7,25.4,33.0,22.88888888888889,0.87
5/12/20,20.500000000000004,27.38888888888889,6.2,5.0,9.7,13.2,32.388888888888886,22.77777777777778,0.0
5/13/20,20.833333333333332,27.722222222222225,5.4,6.1,11.7,25.4,32.0,23.000000000000004,0.48
5/14/20,22.16666666666667,27.11111111111111,5.7,6.7,11.7,21.8,31.61111111111111,23.22222222222222,0.09
5/15/20,22.88888888888889,28.88888888888889,6.0,6.5,13.0,20.4,33.0,24.61111111111111,0.02
5/16/20,21.999999999999996,27.22222222222222,5.6,4.3,17.5,53.6,33.0,22.38888888888889,1.3
5/17/20,21.722222222222218,26.888888888888893,5.0,3.3,11.7,23.9,33.0,21.999999999999996,0.57
5/18/20,22.22222222222222,27.055555555555557,5.2,4.1,9.7,23.9,33.0,22.5,0.0
5/19/20,22.16666666666667,28.166666666666668,6.1,4.2,7.8,13.4,32.888888888888886,22.38888888888889,0.16
5/20/20,23.833333333333336,27.333333333333332,5.2,5.8,17.5,27.2,32.888888888888886,24.0,3.47
5/21/20,24.944444444444446,27.333333333333332,3.1,4.5,11.7,24.1,31.22222222222222,24.388888888888893,8.62
5/22/20,22.055555555555557,27.22222222222222,6.6,5.7,11.7,24.1,30.72222222222222,24.222222222222218,0.03
